match_id,team1,team2,winner,toss_winner,toss_decision,venue,city,date,gender
1416476,Islamabad United,Multan Sultans,Multan Sultans,Multan Sultans,field,Multan Cricket Stadium,Multan,2024-02-20,male
1416477,Peshawar Zalmi,Karachi Kings,Karachi Kings,Karachi Kings,field,"Gaddafi Stadium, Lahore",Lahore,2024-02-21,male
1416478,Lahore Qalandars,Multan Sultans,Multan Sultans,Lahore Qalandars,bat,Multan Cricket Stadium,Multan,2024-02-21,male
1416479,Islamabad United,Quetta Gladiators,Quetta Gladiators,Quetta Gladiators,field,"Gaddafi Stadium, Lahore",Lahore,2024-02-22,male
1416480,Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,bat,Multan Cricket Stadium,Multan,2024-02-23,male
1416481,Lahore Qalandars,Karachi Kings,Karachi Kings,Karachi Kings,field,"Gaddafi Stadium, Lahore",Lahore,2024-02-24,male
1416482,Multan Sultans,Quetta Gladiators,Multan Sultans,Quetta Gladiators,field,Multan Cricket Stadium,Multan,2024-02-25,male
1416483,Peshawar Zalmi,Lahore Qalandars,Peshawar Zalmi,Lahore Qalandars,field,"Gaddafi Stadium, Lahore",Lahore,2024-02-25,male
1416484,Peshawar Zalmi,Islamabad United,Peshawar Zalmi,Islamabad United,field,"Gaddafi Stadium, Lahore",Lahore,2024-02-26,male
1416485,Multan Sultans,Lahore Qalandars,Multan Sultans,Multan Sultans,bat,"Gaddafi Stadium, Lahore",Lahore,2024-02-27,male
1416486,Karachi Kings,Islamabad United,Islamabad United,Islamabad United,field,"National Stadium, Karachi",Karachi,2024-02-28,male
1416487,Karachi Kings,Quetta Gladiators,Quetta Gladiators,Quetta Gladiators,field,"National Stadium, Karachi",Karachi,2024-02-29,male
1416490,Multan Sultans,Karachi Kings,Multan Sultans,Multan Sultans,bat,"National Stadium, Karachi",Karachi,2024-03-03,male
1416491,Islamabad United,Peshawar Zalmi,Islamabad United,Peshawar Zalmi,field,Rawalpindi Cricket Stadium,Rawalpindi,2024-03-04,male
1416492,Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,bat,Rawalpindi Cricket Stadium,Rawalpindi,2024-03-05,male
1416493,Quetta Gladiators,Karachi Kings,Karachi Kings,Karachi Kings,field,Rawalpindi Cricket Stadium,Rawalpindi,2024-03-06,male
1416494,Lahore Qalandars,Islamabad United,Lahore Qalandars,Islamabad United,field,Rawalpindi Cricket Stadium,Rawalpindi,2024-03-06,male
1416495,Karachi Kings,Islamabad United,Islamabad United,Islamabad United,field,Rawalpindi Cricket Stadium,Rawalpindi,2024-03-07,male
1416496,Peshawar Zalmi,Quetta Gladiators,Peshawar Zalmi,Quetta Gladiators,field,Rawalpindi Cricket Stadium,Rawalpindi,2024-03-08,male
1416497,Lahore Qalandars,Karachi Kings,Karachi Kings,Karachi Kings,field,"National Stadium, Karachi",Karachi,2024-03-09,male
1416498,Multan Sultans,Islamabad United,Islamabad United,Islamabad United,field,Rawalpindi Cricket Stadium,Rawalpindi,2024-03-10,male
1416499,Lahore Qalandars,Quetta Gladiators,Quetta Gladiators,Lahore Qalandars,bat,"National Stadium, Karachi",Karachi,2024-03-10,male
1416500,Peshawar Zalmi,Karachi Kings,Peshawar Zalmi,Peshawar Zalmi,bat,"National Stadium, Karachi",Karachi,2024-03-11,male
1416501,Multan Sultans,Quetta Gladiators,Multan Sultans,Quetta Gladiators,field,"National Stadium, Karachi",Karachi,2024-03-12,male
1416502,Peshawar Zalmi,Multan Sultans,Multan Sultans,Peshawar Zalmi,bat,"National Stadium, Karachi",Karachi,2024-03-14,male
1416503,Islamabad United,Quetta Gladiators,Islamabad United,Islamabad United,bat,"National Stadium, Karachi",Karachi,2024-03-15,male
1416504,Peshawar Zalmi,Islamabad United,Islamabad United,Islamabad United,field,"National Stadium, Karachi",Karachi,2024-03-16,male
1416505,Multan Sultans,Islamabad United,Islamabad United,Multan Sultans,bat,"National Stadium, Karachi",Karachi,2024-03-18,male
1475238,Lahore Qalandars,Islamabad United,Islamabad United,Islamabad United,field,Rawalpindi Cricket Stadium,Rawalpindi,2025-04-11,male
1475239,Quetta Gladiators,Peshawar Zalmi,Quetta Gladiators,Peshawar Zalmi,field,Rawalpindi Cricket Stadium,Rawalpindi,2025-04-12,male
1475240,Multan Sultans,Karachi Kings,Karachi Kings,Karachi Kings,field,"National Stadium, Karachi",Karachi,2025-04-12,male
1475241,Lahore Qalandars,Quetta Gladiators,Lahore Qalandars,Quetta Gladiators,field,Rawalpindi Cricket Stadium,Rawalpindi,2025-04-13,male
1475242,Islamabad United,Peshawar Zalmi,Islamabad United,Islamabad United,bat,Rawalpindi Cricket Stadium,Rawalpindi,2025-04-14,male
1475243,Lahore Qalandars,Karachi Kings,Lahore Qalandars,Lahore Qalandars,bat,"National Stadium, Karachi",Karachi,2025-04-15,male
1475244,Islamabad United,Multan Sultans,Islamabad United,Multan Sultans,field,Rawalpindi Cricket Stadium,Rawalpindi,2025-04-16,male
1475245,Karachi Kings,Quetta Gladiators,Karachi Kings,Karachi Kings,bat,"National Stadium, Karachi",Karachi,2025-04-18,male
1475246,Peshawar Zalmi,Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,bat,Rawalpindi Cricket Stadium,Rawalpindi,2025-04-19,male
1475247,Karachi Kings,Islamabad United,Islamabad United,Islamabad United,field,"National Stadium, Karachi",Karachi,2025-04-20,male
1475248,Peshawar Zalmi,Karachi Kings,Karachi Kings,Karachi Kings,field,"National Stadium, Karachi",Karachi,2025-04-21,male
1475249,Multan Sultans,Lahore Qalandars,Multan Sultans,Multan Sultans,bat,Multan Cricket Stadium,Multan,2025-04-22,male
1475250,Multan Sultans,Islamabad United,Islamabad United,Multan Sultans,bat,Multan Cricket Stadium,Multan,2025-04-23,male
1475251,Lahore Qalandars,Peshawar Zalmi,Peshawar Zalmi,Peshawar Zalmi,field,"Gaddafi Stadium, Lahore",Lahore,2025-04-24,male
1475252,Quetta Gladiators,Karachi Kings,Quetta Gladiators,Karachi Kings,field,"Gaddafi Stadium, Lahore",Lahore,2025-04-25,male
1475253,Multan Sultans,Lahore Qalandars,Lahore Qalandars,Lahore Qalandars,field,"Gaddafi Stadium, Lahore",Lahore,2025-04-26,male
1475254,Quetta Gladiators,Peshawar Zalmi,Quetta Gladiators,Peshawar Zalmi,field,"Gaddafi Stadium, Lahore",Lahore,2025-04-27,male
1475255,Multan Sultans,Quetta Gladiators,Quetta Gladiators,Quetta Gladiators,field,"Gaddafi Stadium, Lahore",Lahore,2025-04-29,male
1475256,Lahore Qalandars,Islamabad United,Lahore Qalandars,Islamabad United,field,"Gaddafi Stadium, Lahore",Lahore,2025-04-30,male
1475257,Karachi Kings,Multan Sultans,Karachi Kings,Karachi Kings,bat,"Gaddafi Stadium, Lahore",Lahore,2025-05-01,male
1475258,Lahore Qalandars,Quetta Gladiators,,Quetta Gladiators,field,"Gaddafi Stadium, Lahore",Lahore,2025-05-01,male
1475259,Islamabad United,Peshawar Zalmi,Peshawar Zalmi,Islamabad United,bat,"Gaddafi Stadium, Lahore",Lahore,2025-05-02,male
1475260,Islamabad United,Quetta Gladiators,Quetta Gladiators,Quetta Gladiators,field,"Gaddafi Stadium, Lahore",Lahore,2025-05-03,male
1475261,Lahore Qalandars,Karachi Kings,Karachi Kings,Karachi Kings,field,"Gaddafi Stadium, Lahore",Lahore,2025-05-04,male
1475262,Multan Sultans,Peshawar Zalmi,Peshawar Zalmi,Multan Sultans,bat,Multan Cricket Stadium,Multan,2025-05-05,male
1475263,Quetta Gladiators,Islamabad United,Quetta Gladiators,Islamabad United,field,Rawalpindi Cricket Stadium,Rawalpindi,2025-05-07,male
1475264,Karachi Kings,Peshawar Zalmi,Karachi Kings,Peshawar Zalmi,field,Rawalpindi Cricket Stadium,Rawalpindi,2025-05-17,male
1475265,Multan Sultans,Quetta Gladiators,Quetta Gladiators,Multan Sultans,bat,Rawalpindi Cricket Stadium,Rawalpindi,2025-05-18,male
1475266,Lahore Qalandars,Peshawar Zalmi,Lahore Qalandars,Peshawar Zalmi,field,Rawalpindi Cricket Stadium,Rawalpindi,2025-05-18,male
1475267,Islamabad United,Karachi Kings,Islamabad United,Karachi Kings,field,Rawalpindi Cricket Stadium,Rawalpindi,2025-05-19,male
1475268,Quetta Gladiators,Islamabad United,Quetta Gladiators,Quetta Gladiators,bat,"Gaddafi Stadium, Lahore",Lahore,2025-05-21,male
1475269,Karachi Kings,Lahore Qalandars,Lahore Qalandars,Karachi Kings,bat,"Gaddafi Stadium, Lahore",Lahore,2025-05-22,male
1475270,Lahore Qalandars,Islamabad United,Lahore Qalandars,Lahore Qalandars,bat,"Gaddafi Stadium, Lahore",Lahore,2025-05-23,male
1475271,Quetta Gladiators,Lahore Qalandars,Lahore Qalandars,Quetta Gladiators,bat,"Gaddafi Stadium, Lahore",Lahore,2025-05-25,male
959175,Islamabad United,Quetta Gladiators,Quetta Gladiators,Quetta Gladiators,field,Dubai International Cricket Stadium,,2016-02-04,male
959177,Lahore Qalandars,Karachi Kings,Karachi Kings,Karachi Kings,field,Dubai International Cricket Stadium,,2016-02-05,male
959179,Peshawar Zalmi,Islamabad United,Peshawar Zalmi,Peshawar Zalmi,bat,Dubai International Cricket Stadium,,2016-02-05,male
959181,Karachi Kings,Quetta Gladiators,Quetta Gladiators,Quetta Gladiators,field,Dubai International Cricket Stadium,,2016-02-06,male
959183,Lahore Qalandars,Peshawar Zalmi,Peshawar Zalmi,Peshawar Zalmi,field,Dubai International Cricket Stadium,,2016-02-06,male
959185,Islamabad United,Karachi Kings,Islamabad United,Karachi Kings,field,Dubai International Cricket Stadium,,2016-02-07,male
959187,Peshawar Zalmi,Quetta Gladiators,Quetta Gladiators,Quetta Gladiators,field,Dubai International Cricket Stadium,,2016-02-07,male
959189,Lahore Qalandars,Quetta Gladiators,Lahore Qalandars,Quetta Gladiators,field,Dubai International Cricket Stadium,,2016-02-08,male
959191,Lahore Qalandars,Islamabad United,Islamabad United,Islamabad United,field,Sharjah Cricket Stadium,,2016-02-10,male
959195,Islamabad United,Quetta Gladiators,Quetta Gladiators,Quetta Gladiators,field,Sharjah Cricket Stadium,,2016-02-11,male
959197,Karachi Kings,Lahore Qalandars,Karachi Kings,Lahore Qalandars,field,Sharjah Cricket Stadium,,2016-02-12,male
959199,Islamabad United,Peshawar Zalmi,Peshawar Zalmi,Peshawar Zalmi,field,Sharjah Cricket Stadium,,2016-02-12,male
959201,Karachi Kings,Quetta Gladiators,Quetta Gladiators,Karachi Kings,bat,Sharjah Cricket Stadium,,2016-02-13,male
959203,Lahore Qalandars,Peshawar Zalmi,Lahore Qalandars,Peshawar Zalmi,field,Sharjah Cricket Stadium,,2016-02-13,male
959205,Karachi Kings,Islamabad United,Islamabad United,Islamabad United,field,Sharjah Cricket Stadium,,2016-02-14,male
959207,Quetta Gladiators,Peshawar Zalmi,Peshawar Zalmi,Quetta Gladiators,bat,Sharjah Cricket Stadium,,2016-02-14,male
959209,Lahore Qalandars,Quetta Gladiators,Quetta Gladiators,Quetta Gladiators,field,Dubai International Cricket Stadium,,2016-02-16,male
959211,Karachi Kings,Peshawar Zalmi,Peshawar Zalmi,Karachi Kings,bat,Dubai International Cricket Stadium,,2016-02-17,male
959213,Lahore Qalandars,Islamabad United,Islamabad United,Islamabad United,field,Dubai International Cricket Stadium,,2016-02-17,male
959215,Quetta Gladiators,Peshawar Zalmi,Quetta Gladiators,Peshawar Zalmi,field,Dubai International Cricket Stadium,,2016-02-19,male
959217,Karachi Kings,Islamabad United,Islamabad United,Islamabad United,field,Dubai International Cricket Stadium,,2016-02-20,male
959219,Islamabad United,Peshawar Zalmi,Islamabad United,Peshawar Zalmi,field,Dubai International Cricket Stadium,,2016-02-21,male
959221,Quetta Gladiators,Islamabad United,Islamabad United,Islamabad United,field,Dubai International Cricket Stadium,,2016-02-23,male
